text,group,sentiment
"we hate -lrb- madonna -rrb- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .",movies,negative
much smarter and more attentive than it first sets out to be .,movies,positive
one regards reign of fire with awe .,movies,positive
"it 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo .",movies,negative
"the story is also as unoriginal as they come , already having been recycled more times than i 'd care to count .",movies,negative
"you 've already seen city by the sea under a variety of titles , but it 's worth yet another visit .",movies,positive
journalism of the 1960s .,movies,neutral
"in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino 's climactic shootout -- and meat loaf explodes .",movies,negative
"is the kind of movie that 's critic-proof , simply because it aims so low .",movies,negative
"to the civilized mind , a movie like ballistic : ecks vs. sever is more of an ordeal than an amusement .",movies,negative
a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,movies,positive
"my precious new star wars movie is a lumbering , wheezy drag ...",movies,negative
"a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets .",movies,negative
throw smoochy from the train !,movies,negative
an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .,movies,negative
none of this is half as moving as the filmmakers seem to think .,movies,negative
"the heedless impetuousness of youth is on full , irritating display in -lrb- this -rrb- meandering and pointless french coming-of-age import from writer-director anne-sophie birot .",movies,negative
"watching e.t now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .",movies,neutral
"a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction .",movies,negative
irwin is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs .,movies,positive
"a miraculous movie , i 'm going home is so slight , yet overflows with wisdom and emotion .",movies,positive
the story 's pathetic and the gags are puerile . .,movies,negative
"showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",movies,negative
by the final whistle you 're convinced that this mean machine was a decent tv outing that just does n't have big screen magic .,movies,negative
"first , for a movie that tries to be smart , it 's kinda dumb .",movies,negative
and people make fun of me for liking showgirls .,movies,negative
the performances are all solid ; it merely lacks originality to make it a great movie .,movies,neutral
... the story simply putters along looking for astute observations and coming up blank .,movies,negative
"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .",movies,positive
