"text","sentiment","group"
"restaurants I always find this beacon of light in a dreary & dismal ghetto. It brightens my day & clogs my arteries at the same time-pure perfection. haha! Today was a more exciting day than usual for the employees and patrons of this particular location. Somebody needed some discipline next door at the lingerie shop so 15 cops later, their little circus act with a large bear riding a motorcycle and a bunch of reporters filled our afternoon with curiosity. Tho I'm sure this wasn't entirely the reasoning for the good spirits, I have to say the gentleman taking orders could have filled in with a small comedy show in between all the commotion.\n\nBack to me....My poison of choice....Honey BBQ chicken strip sammich on Texas toast.  It's pretty delectable. I pretty much get it every time. I trick myself into thinking since it has chicken, its healthier. Today tho I tempted fate, I got a side of jalape\u00f1os to add a little fire to my taste buds. Not bad at all! Next time I'll order them on the sandwich so I can see if heating them up a bit adds a little heat.... I really like their fries when they are warm so of course I took down a couple of those but this time... You got it! I ordered the jalape\u00f1o ranch to top them off. Not impressed with that tho, the ranch lacked flavor. Oh well 1 out of 2 jalape\u00f1o attempts came out well. Since I'm a half full kind of guy, I'll call today a success.","neutral","restaurants"
"restaurants Harold's is pretty good! Stopped in for a few beers at the bar area. They've got an impressive happy hour(s) list of specials, which starts earlier than most other bars. $1 off premium drafts (good beer), which knocks em down to $3 a pint. Select appetizers for a mere buck & all others at 50% off. That's what I call a happy hour specials list! Not a bad spot to kick back and enjoy some beers & apps.","neutral","restaurants"
"restaurants How is it possible for a company to be this badly run?","negative","restaurants"
"restaurants Delicious. The food was great, but during the weekend, the service is slacking. There wasn't enough servers for the amount of people there. But for the food. It was amazing. I would suggest sharing the brownie sundae, IT WAS HUGE!!!!","positive","restaurants"
"restaurants The food was wonderful. My friends and I ordered the tacos and lettuce wraps. I couldn't complain about the food at all.\n\nThe reason for the four stars is because the service was so slow. We had to wait about 20 minutes just to order our food after we were seated.","positive","restaurants"
"tweets ""\""""""""South Korea is the 7th country that have the most beautiful womans\"""""""" AGREED.""","positive","tweets"
"restaurants As a big fan of Barrio Cafe and Chef Silvana I was really excited to finally try Barrio Queen recently on a Saturday night. We had to wait for a table but it was well worth it. \n\nThe guacamole is really the best in the area as far as I am concerned. \n\nThe house margarita was very good, made with fresh juices not bottled. If you are into Tequila the Queen does not disappoint, there is a large selection of fine spirits to taste. \n\nThe taco menu is the most interested assortment of tacos that you will find in any upscale Mexican restaurant in the country. Go ahead and try to beat this selection, WOW. Seriously? As a Chef I am thrilled to be able to get tacos here that are better than what I can make for myself. What a fun place. \n\nThe Conchinita Pibil is made in the traditional Yucatan style and is melt in your mouth delicious. \n\nThe Huevo con Chorizo made with Longanisa is outstanding and the egg was perfect as well as a nice surprise. \n\nMy friend loves the Salmon y Mango which is Smoked Salmon with diced Mango and Pico de Gallo \n\nThe Carne Asada and Chile Relleno Taco is a revelation. Wow. \n\nWe had the Tres Leches cake for desert with really good coffee. There are many other dishes that I want to try so I need to go back like, once a week. \n\nLove this place. The outdoor patio was very nice, the evening weather was warm and there was live music. Our server was very nice.","positive","restaurants"
"tweets Hello mutuals who's going to The Vamps' concert in Manila on Jan 30:)","positive","tweets"
"tweets ""If anyone saw the UFC190 fight on Saturday, thenyou know Rousey was amazing!!! #UFC190 #RondaRousey""","positive","tweets"
"restaurants I used to bounce around to whoever could fit me into their schedule last minute until I went to Frankie 5 years ago. Since then I've only been getting my hair cut from her. She does a great job every time and is always in a good mood. 5 stars from me.","positive","restaurants"
"restaurants I've only been here a couple times at night when it was slow. The other times I've thought about going, the place looked like a zoo... not my thing. Anyhow, the bartenders seem to know what they are doing, and I have had some good drinks. The patio is nice and I think it's a good place to enjoy some evening ambiance when it's not sweltering outside.","neutral","restaurants"
"restaurants What bachelorette party isn't complete with a little male strip revue of some sort? Really, I'm asking. I would personally like to know. I will put it out there, I've never been to a strip club with a male show. Had an idea, but really not entirely sure of what to expect, considering all of the strip clubs I've ever been to in LA have included high cover, lousy and expensive drinks. \n\nCover Charge - So, I can't honestly speak toward the cover. Our adventure to Sapphire was included in a VIP package my group paid for. \n\nClub space - Walking into the club, it was huge. HUGE! Well, bigger than I had anticipated when I had walked in. There was a large area where I presume all the men ventured to watch women. And then behind a velvet curtain, my group went to a large room, complete with private bar, full stage with a cat walk and a couch area (for all of the private strip teases).\n\nDrinks - expensive and pretty weak. I'll leave it at that. They were $10 for a vodka tonic. And it was pretty much $0.50 worth of tonic water and a splash of vodka put into a small plastic cup. I chuck it up to this place being a strip club and really, you have to know what you're getting into. You don't come here because the drinks are good. \n\nMale Revue Show - It was entertaining, I'll give you that much. They really do a good job catering to the bachelorette parties. Which is super fun. The guys are nice and pretty attractive. And overall the show was just really funny. I couldn't stop laughing, I just thought it was so over the top. And hey, that's kinda what you pay for - to have a fun night out and be entertained. I'll just finish by saying - TAKE IT OFF! TAKE IT OFF! haha!","neutral","restaurants"
